,Origin,Destination,Distance,StDateyear,StDatemonth,StDateweek,StDateday,StDatedayofweek,Delay,ETA,PREDICTED_TIME_LINEAR,PREDICTED_TIME_LASSO,PREDICTED_TIME_RIDGE
4178,23,19,4247.728669,2017,1,1,8,6,6,20,18.56041185327318,18.382405992181397,18.37056313191124
4179,10,14,46.8502718,2015,4,15,7,1,0,6,4.618686645650486,4.663954971208797,4.642909034744738
4180,14,11,746.6292581,2015,10,41,7,2,6,3,7.669830427826755,7.765292980822329,7.763489894832206
4181,11,13,134.246,2015,7,29,19,6,6,2,5.90565718545963,5.856831630742848,5.844597926487333
4182,13,20,481.93501849999996,2015,7,31,27,0,6,7,6.35015194016408,6.437151711457897,6.440195019726167
4183,20,15,5254.9634,2015,9,37,8,1,6,23,22.43588660020926,22.536104798638746,22.534455954702672
4184,10,14,46.8502718,2019,8,35,26,0,0,2,4.512492378048286,4.655211497348177,4.658458986117791
4185,14,13,872.8668682,2019,8,35,28,2,6,6,8.047472491051368,8.09724221535323,8.116954593044644
4186,13,20,481.93501849999996,2019,9,37,9,0,6,7,6.360389114440638,6.457197868138897,6.4797626966853645
4187,20,15,5254.9634,2019,9,38,22,6,6,22,22.513236805201267,22.49607917417197,22.500122832037597
4188,10,14,46.8502718,2017,7,27,7,4,0,2,4.598478430627718,4.626125620163754,4.602967473539513
4189,14,11,746.6292581,2017,9,36,7,3,6,5,7.727429810648415,7.768380110269671,7.772084575167591
4190,11,13,134.246,2017,7,29,20,3,6,5,5.887420254857576,5.891139834303688,5.896569709108727
4191,13,20,481.93501849999996,2017,7,31,31,0,6,5,6.364317255186004,6.441068047550621,6.452547043012791
4192,20,16,5254.9012060000005,2017,11,45,8,2,6,23,22.355518153640723,22.461299470118128,22.46393313627334
4193,10,14,46.8502718,2019,1,2,7,0,0,2,4.719041303464641,4.707537973874477,4.711581704969342
4194,14,13,872.8668682,2019,3,10,7,3,6,8,8.218886412911411,8.129681586518616,8.145205614444544
4195,13,20,481.93501849999996,2019,7,29,17,2,6,3,6.425372940647575,6.442756020466497,6.459226025178635
4196,20,16,5254.9012060000005,2019,7,30,26,4,6,22,22.47391659722654,22.460700533494503,22.47055028896385
4197,10,14,46.8502718,2018,3,9,2,4,0,6,4.716763478753144,4.6564431027696385,4.6397070831769245
4198,14,11,746.6292581,2018,9,35,2,6,6,4,7.779559150461848,7.748962851748866,7.749010893360667
4199,11,13,134.246,2018,2,8,19,0,6,4,5.987456631189369,5.9536166132603086,5.97707448213515
4200,13,20,481.93501849999996,2018,1,1,3,2,6,7,6.590503607312323,6.481198189392316,6.49286441581078
4201,20,21,10098.332209999999,2018,3,11,14,2,6,40,39.21239281237579,39.14733710747585,39.15805479597877
4202,21,18,628.8036587,2018,4,17,29,6,6,4,6.115665698815347,6.010894087903722,6.004943162055378
4203,10,14,46.8502718,2016,6,25,22,2,0,3,4.569601131203715,4.634554961367673,4.613120899873346
4204,14,13,872.8668682,2016,6,25,25,5,6,8,8.115381992748125,8.066455056883354,8.05840992035528
4205,13,20,481.93501849999996,2016,9,36,7,2,6,3,6.363173383775509,6.424330217661231,6.422037116255678
4206,20,21,10098.332209999999,2016,7,29,18,0,6,37,39.062870186683405,39.131385616237154,39.1357637379643
4207,21,18,628.8036587,2016,8,35,30,1,6,4,5.933740827498989,6.025334464133138,6.0222718633756624
4208,10,14,46.8502718,2015,3,11,14,5,0,3,4.683580804377931,4.626342179904481,4.593020939656602
4209,14,11,746.6292581,2015,3,12,17,1,6,4,7.823512267898943,7.804807934784861,7.807634302002574
4210,11,13,134.246,2015,3,13,27,4,6,2,5.972522628607793,5.891356394044417,5.88662317522582
4211,13,20,481.93501849999996,2015,4,14,4,5,6,5,6.521386527065131,6.423249195359448,6.409743193963253
4212,20,21,10098.332209999999,2015,4,16,15,2,6,37,39.15680923860226,39.12953646378264,39.12621844447275
4213,21,18,628.8036587,2015,5,22,28,3,6,6,6.026828738426728,6.022172949823567,6.010797033342916
4214,18,17,688.4059453,2015,9,36,6,6,6,7,6.653564908535463,6.646262086033298,6.626718786625579
4215,10,14,46.8502718,2015,6,25,21,6,0,3,4.6082748908313995,4.5960113889290195,4.5599071520739525
4216,14,13,872.8668682,2015,6,26,24,2,6,6,8.068359498881387,8.093746486534554,8.093060821409422
4217,13,20,481.93501849999996,2015,6,23,7,6,6,5,6.477862791785897,6.400907458372911,6.384149113333086
4218,20,21,10098.332209999999,2015,7,29,17,4,6,40,39.10154394631109,39.0928420437985,39.08254999016489
4219,21,18,628.8036587,2015,1,2,9,4,6,6,6.168162764001705,6.049247990710159,6.035387420872736
4220,18,17,688.4059453,2015,9,37,13,6,6,7,6.64347389483031,6.641182730697546,6.622137330364653
4221,10,14,46.8502718,2018,4,15,15,6,0,3,4.696491783863344,4.623113448466216,4.60119274707367
4222,14,11,746.6292581,2018,4,16,18,2,6,7,7.836423247384355,7.8015792033465985,7.815806109419638
4223,11,13,134.246,2018,1,1,5,4,6,5,6.082623831032267,5.93124188796325,5.9409307558297915
4224,13,20,481.93501849999996,2018,12,49,5,2,6,5,6.305578755370307,6.419687549878946,6.428711077371512
4225,20,23,644.2606097,2018,5,21,23,2,6,7,5.930358851942488,5.924229659579982,5.928714629367972
4226,23,19,4247.728669,2018,5,18,6,6,6,20,18.469787697839287,18.366333648424245,18.35847514798619
4227,10,14,46.8502718,2018,7,31,31,1,0,4,4.535348210667447,4.6420953199004185,4.6362260290975055
4228,14,13,872.8668682,2018,4,14,8,6,6,7,8.21996141348893,8.090484766785767,8.090682983151295
4229,13,20,481.93501849999996,2018,8,33,17,4,6,5,6.415647192683769,6.413689823223024,6.417909980330309
4230,20,23,644.2606097,2018,8,35,28,1,6,3,5.83345144131331,5.914160113583264,5.9220140146751685
4231,23,19,4247.728669,2018,6,23,9,5,6,20,18.427204771030667,18.368475216924693,18.364162027478628
4232,14,11,746.6292581,2018,1,2,8,0,6,5,7.902630694371792,7.844665340521562,7.865985556529617
4233,11,13,134.246,2018,12,49,8,5,6,3,5.808499727631576,5.859600625960505,5.8635708309456
4234,13,20,481.93501849999996,2018,8,34,21,1,6,4,6.373153933354642,6.439002335355388,6.452948283404153
4235,20,15,5254.9634,2018,8,35,31,4,6,22,22.493599378491297,22.508275508856578,22.51292817809115
4236,14,13,872.8668682,2017,3,10,8,2,6,7,8.188813503401468,8.128021701784872,8.134482958355624
4237,13,20,481.93501849999996,2017,8,33,16,2,6,3,6.384409615116811,6.428055814590209,6.432358531953232
4238,20,15,5254.9634,2017,8,34,25,4,6,22,22.49405431171214,22.507459610580774,22.505545013085154
4239,14,11,746.6292581,2018,10,43,26,4,6,6,7.69505129300533,7.744684614876363,7.752230453974056
4240,11,13,134.246,2018,7,28,11,2,6,6,5.896346600505714,5.91224506574037,5.926322373081495
4241,13,20,481.93501849999996,2018,11,47,19,0,6,5,6.286337536430613,6.434012144694423,6.450829124972271
4242,20,16,5254.9012060000005,2018,11,48,30,4,6,22,22.35648269009223,22.431695412743682,22.43574021586764
4243,14,13,872.8668682,2015,8,32,8,5,6,7,8.07671030180026,8.066381570576532,8.054797936672182
4244,13,20,481.93501849999996,2015,8,34,21,4,6,6,6.3817547834723864,6.398798878182989,6.389011879515836
4245,20,16,5254.9012060000005,2015,2,7,9,0,6,21,22.540260695952455,22.521864548684604,22.525178673869654
4246,14,11,746.6292581,2019,1,2,12,5,6,3,7.966270517562728,7.799907481686258,7.811917245571921
4247,11,13,134.246,2019,10,41,12,5,6,6,5.862369278231293,5.872627638733476,5.883341490136841
4248,13,20,481.93501849999996,2019,12,51,22,6,6,3,6.338235802609612,6.374901602861508,6.378686440336891
4249,20,21,10098.332209999999,2019,12,1,31,1,6,39,39.166974408965785,38.88787687847872,38.657459288306384
4250,21,18,628.8036587,2020,2,7,14,4,6,7,6.1794541422092575,6.06286103364863,6.076113601007643
4251,14,13,872.8668682,2018,6,24,11,0,6,8,8.090741424715274,8.133978031889084,8.152953551374663
4252,13,20,481.93501849999996,2018,11,47,20,1,6,7,6.297138284971938,6.4238815222050505,6.437622538527348
4253,20,21,10098.332209999999,2018,3,11,12,0,6,39,39.19079131529314,39.16759835245459,39.18446796886862
4254,21,18,628.8036587,2019,1,3,17,3,6,5,6.180708477745769,6.070006101179617,6.080293816877203
4255,14,11,746.6292581,2016,9,38,24,5,6,5,7.719213199836451,7.732064901007863,7.724543868488974
4256,11,13,134.246,2016,5,19,10,1,6,5,5.9205981748163286,5.92279629550379,5.92798721117782
4257,13,20,481.93501849999996,2016,10,41,16,6,6,7,6.3737430586823915,6.374506311859751,6.3597615269822985
4258,20,21,10098.332209999999,2016,10,43,29,5,6,37,39.030767267302174,39.0605323353042,39.04982360460195
4259,21,18,628.8036587,2016,11,45,12,5,6,5,5.93120121439704,5.98492922703257,5.967864141501936
4260,18,17,688.4059453,2016,12,51,22,3,6,6,6.528643080664979,6.648083150305673,6.640307754040196
4261,14,13,872.8668682,2015,4,17,21,1,6,8,8.11188323416062,8.116088223521091,8.118654902039593
4262,13,20,481.93501849999996,2015,5,19,5,1,6,7,6.44555021364142,6.454470269472946,6.453120296249262
4263,20,21,10098.332209999999,2015,5,21,18,0,6,41,39.1025744222612,39.14049629291739,39.14318237386891
4264,21,18,628.8036587,2015,4,15,7,1,6,5,6.058042588012794,6.061894321317807,6.055822362248298
4265,18,17,688.4059453,2015,7,29,15,2,6,7,6.643653229789303,6.68752461796138,6.680840177527466
4266,14,11,746.6292581,2017,6,22,1,3,6,4,7.813536472736269,7.788580278755759,7.791991776305322
4267,11,13,134.246,2017,1,3,16,0,6,3,6.0096027289723555,5.955710413637675,5.972629567820713
4268,13,20,481.93501849999996,2017,1,4,25,2,6,6,6.550594485712557,6.460064869773499,6.467155425761083
4269,20,23,644.2606097,2017,6,22,2,4,6,5,5.950906145094139,5.910401528343764,5.90114295330242
4270,23,19,4247.728669,2017,2,7,17,4,6,20,18.49693716421808,18.389598827835464,18.384875141587678
4271,14,13,872.8668682,2019,5,21,23,3,6,5,8.14437990168055,8.107311761349948,8.123655207737448
4272,13,20,481.93501849999996,2019,3,10,6,2,6,7,6.544112921993845,6.472257604796578,6.48858246981005
4273,20,23,644.2606097,2019,6,24,16,6,6,4,5.971597775735104,5.891772079916631,5.889496110424568
4274,23,19,4247.728669,2019,6,26,26,2,6,16,18.374165564775545,18.389524271997114,18.402002039297543
4275,19,23,4247.728669,2017,9,37,15,4,5,19,18.41946766629662,18.452971318845016,18.443336998284593
4276,23,20,644.2606097,2017,9,36,10,6,6,4,5.676816174034213,5.6662039374704545,5.64994653872783
4277,20,13,481.93501849999996,2017,10,42,19,3,6,5,5.851854665709906,5.930329663650566,5.928720356713361
4278,13,14,872.8668682,2017,10,44,30,0,6,5,8.022135951197784,8.161413897747853,8.175343042731074
4279,19,23,4247.728669,2016,1,1,8,4,5,20,18.62712952109454,18.495920523222114,18.480922353758658
4280,23,20,644.2606097,2016,8,34,26,4,6,6,5.647087733619097,5.673320916819309,5.6581704285204655
4281,20,13,481.93501849999996,2016,7,27,9,5,6,3,5.9600177581012534,5.929452688882103,5.914831219955245
4282,13,11,134.246,2016,9,37,16,4,6,6,5.705479389753821,5.733470442624096,5.728937972982417
4283,11,14,746.6292581,2016,9,39,28,2,6,7,7.886304746562038,7.961113590548701,7.964458212109834
4284,17,18,688.4059453,2017,7,28,10,0,4,9,6.354889620064929,6.44231894347268,6.4418231488865505
4285,18,21,628.8036587,2017,10,42,20,4,6,4,6.151221503251735,6.202521623859395,6.1962681841914335
4286,21,20,10098.332209999999,2017,10,44,30,0,6,37,38.90644698935646,39.044089286890696,39.05494768831689
4287,20,13,481.93501849999996,2017,12,50,12,1,6,3,5.786019698511849,5.943459149467898,5.947327491678886
4288,13,14,872.8668682,2017,12,51,21,3,6,7,8.020395740411503,8.128969626454078,8.132498701732908
4289,17,18,688.4059453,2016,11,47,25,4,4,9,6.270567693390769,6.367711977428618,6.349605273749722
4290,18,21,628.8036587,2016,8,32,12,4,6,8,6.206000920293134,6.2139168400807545,6.2012725133706805
4291,21,20,10098.332209999999,2016,12,51,22,3,6,41,38.895070698085874,39.00574976198537,39.0001387260518
4292,20,13,481.93501849999996,2017,7,26,2,6,6,6,5.9905456008320375,5.930296675340044,5.918170711038167
4293,13,11,134.246,2017,2,7,19,6,6,3,5.912992851621679,5.756192861775951,5.753867771428267
4294,11,14,746.6292581,2017,2,9,28,1,6,5,8.061415962805926,8.014227877168675,8.029007769890457
4295,18,21,628.8036587,2016,5,20,19,3,6,6,6.261124806429363,6.2340889203847105,6.225223388431486
4296,21,20,10098.332209999999,2016,5,22,31,1,6,39,39.03795178961674,39.05539533843728,39.057489719667096
4297,20,13,481.93501849999996,2016,7,28,15,4,6,5,5.939125995854775,5.934503956035723,5.923456350139245
4298,13,14,872.8668682,2016,7,30,26,1,6,6,8.10940728134265,8.165588190133011,8.170079036156954
4299,18,21,628.8036587,2019,8,35,31,5,6,4,6.2154368691719295,6.206233912418799,6.210215421943749
4300,21,20,10098.332209999999,2019,10,41,9,2,6,39,38.97759368852319,39.05085661514234,39.06620812674366
4301,20,13,481.93501849999996,2019,10,43,25,4,6,3,5.871836561514693,5.926910193048558,5.934861556541355
4302,13,11,134.246,2019,3,11,11,0,6,5,5.843215933806862,5.8219203197169325,5.84830967231648
4303,11,14,746.6292581,2019,11,46,14,3,6,4,7.89187128014604,7.966616325068346,7.983920907802281
4304,16,20,5254.9012060000005,2017,4,16,18,1,3,24,22.246726336705315,22.258900655577175,22.255262055615425
4305,20,13,481.93501849999996,2017,5,20,15,0,6,6,5.949792552289191,5.988053458766183,5.996053355110179
4306,13,14,872.8668682,2017,5,21,27,5,6,7,8.21657083981282,8.143172068284246,8.141604805829429
4307,16,20,5254.9012060000005,2019,4,16,19,4,3,24,22.29840074329791,22.24029929533217,22.239571538814502
4308,20,13,481.93501849999996,2019,5,20,16,3,6,5,6.00146695888178,5.969452098521183,5.980362838309253
4309,13,11,134.246,2019,5,22,27,0,6,6,5.768709422575997,5.799550494548264,5.826759265609388
4310,11,14,746.6292581,2019,8,32,6,1,6,4,7.956376445151244,8.00707773853318,8.030241281829857
4311,15,20,5254.9634,2018,2,5,1,3,2,22,22.30449532782645,22.227713220171463,22.22104936734739
4312,20,13,481.93501849999996,2018,1,4,26,4,6,5,6.092800849151841,5.970314464453205,5.974662779528456
4313,13,14,872.8668682,2018,6,22,2,5,6,5,8.23478879685044,8.161395689249886,8.164375545187566
4314,15,20,5254.9634,2019,8,31,3,5,2,21,22.181148185654664,22.179168516938404,22.17016071634724
4315,20,13,481.93501849999996,2019,3,13,31,6,6,7,6.068011660916008,5.941112634878724,5.943967660637879
4316,13,11,134.246,2019,4,15,13,5,6,6,5.875528511951339,5.768357508616898,5.779338489400308
4317,11,14,746.6292581,2019,4,17,25,3,6,6,8.056353868759553,7.996000656541504,8.014858728527726
4318,19,23,4247.728669,2017,9,36,10,6,5,18,18.451160177084418,18.437789429202024,18.421505281655676
4319,23,20,644.2606097,2017,1,2,11,2,6,6,5.83158022873196,5.7467245366001585,5.74508948526786
4320,20,13,481.93501849999996,2017,11,46,13,0,6,5,5.7977612555237865,5.957811832465509,5.96540186535657
4321,13,14,872.8668682,2017,11,47,24,4,6,5,8.053738794506087,8.123061064472944,8.124159902520747
4322,14,10,46.8502718,2017,5,19,12,4,6,2,5.447105622831282,5.3887331528767675,5.389572541183091
4323,19,23,4247.728669,2015,6,26,28,6,5,16,18.48273746932974,18.43375584025238,18.410734634463083
4324,23,20,644.2606097,2015,7,29,19,6,6,7,5.695942174431432,5.6630276433483235,5.638889560563401
4325,20,13,481.93501849999996,2015,1,2,8,3,6,5,6.07838073251459,5.980792207909802,5.972715633941684
4326,13,11,134.246,2015,12,50,8,1,6,4,5.591681120218416,5.749408052605645,5.750915048879476
4327,11,14,746.6292581,2015,8,34,22,5,6,5,7.945959935915697,7.940689694588345,7.931970757707843
4328,14,10,46.8502718,2015,2,7,9,0,6,4,5.458215371294964,5.439317850121314,5.446579761915649
4329,17,18,688.4059453,2016,12,52,26,0,4,7,6.194731379967058,6.398933051542116,6.3929823760357305
4330,18,21,628.8036587,2017,6,22,1,3,6,6,6.26925174976183,6.247233186014601,6.243412671528697
4331,21,20,10098.332209999999,2017,1,3,18,2,6,39,39.178830881970875,39.08328627759967,39.08946327220291
4332,20,13,481.93501849999996,2017,4,14,3,0,6,5,5.992516885252757,6.002434229945926,6.010084054864789
4333,13,14,872.8668682,2017,3,11,15,2,6,7,8.248584091714557,8.190854405585277,8.198193515610368
4334,14,10,46.8502718,2017,3,13,28,1,6,5,5.438754819912413,5.41609806883479,5.42783542592033
4335,17,18,688.4059453,2018,4,17,26,3,4,6,6.453612708136729,6.424096793950017,6.422260379714858
4336,18,21,628.8036587,2018,6,23,5,1,6,6,6.247195319458337,6.26831032926915,6.27720900942454
4337,21,20,10098.332209999999,2018,5,20,18,4,6,39,39.10980822361964,39.04695268886378,39.05096211538802
4338,20,13,481.93501849999996,2018,2,6,7,2,6,7,6.069690214917353,5.997824721450282,6.007300614248594
4339,13,11,134.246,2018,7,28,15,6,6,2,5.79982639063453,5.735898457510565,5.736912000270456
4340,11,14,746.6292581,2018,7,30,23,0,6,3,7.937448753277453,8.00406409539266,8.02525858517757
4341,14,10,46.8502718,2018,1,2,8,0,6,6,5.513798945068489,5.45711849381452,5.478416113421675
4342,18,21,628.8036587,2018,7,30,27,4,6,5,6.226782218413595,6.218458335285538,6.218977094074235
4343,21,20,10098.332209999999,2018,7,27,8,6,6,38,39.097267264292036,39.024639040059384,39.021324360834775
4344,20,13,481.93501849999996,2018,9,38,20,3,6,3,5.884033051747474,5.940446977770362,5.945552765213042
4345,13,14,872.8668682,2018,9,39,29,5,6,8,8.118409093647129,8.12595745475654,8.130723975267065
4346,14,10,46.8502718,2018,10,41,13,5,6,4,5.337202319653654,5.357165856351452,5.360617336943038
4347,18,21,628.8036587,2018,4,14,3,1,6,8,6.301519803278895,6.280521443766315,6.2895965036097845
4348,21,20,10098.332209999999,2018,3,11,18,6,6,40,39.185734204522845,39.038902558382205,39.03693643668341
4349,20,13,481.93501849999996,2018,3,10,5,0,6,3,6.023844130299208,6.011239182210657,6.0249869268232725
4350,13,11,134.246,2018,12,49,5,2,6,3,5.6363742779711234,5.754168375156308,5.766606563249022
4351,11,14,746.6292581,2018,5,21,21,0,6,7,7.991773237098011,8.016275209889825,8.037646079362814
4352,14,10,46.8502718,2018,3,10,6,1,6,2,5.478663941512176,5.437231388453605,5.453544415970027
4353,16,20,5254.9012060000005,2016,5,21,28,5,3,24,22.2476599311279,22.203181496164138,22.181021845075122
4354,20,13,481.93501849999996,2016,6,25,24,4,6,7,5.951577287702884,5.9336466612082095,5.923742681111081
4355,13,14,872.8668682,2016,7,27,7,3,6,4,8.161281819540756,8.160565011161523,8.157410232049878
4356,14,10,46.8502718,2016,7,28,17,6,6,4,5.404746555609064,5.3503655397892995,5.338807252841077
4357,16,20,5254.9012060000005,2017,12,49,6,2,3,23,22.07050219107986,22.215163641106404,22.206249861212292
4358,20,13,481.93501849999996,2017,8,32,7,0,6,7,5.88386791761164,5.978012000951599,5.985309066494301
4359,13,11,134.246,2017,7,29,21,4,6,4,5.758497799362422,5.745185093541998,5.746779095632457
4360,11,14,746.6292581,2017,7,31,31,0,6,7,7.917721659087993,7.993089486445351,8.008712507649724
4361,14,10,46.8502718,2017,8,32,13,6,6,2,5.392691471531231,5.353351094747686,5.34783362341644
4362,15,20,5254.9634,2018,7,29,19,3,2,23,22.151419745239544,22.18628549628726,22.17838460613988
4363,20,13,481.93501849999996,2018,8,33,13,0,6,3,5.883412984390796,5.978827899227404,5.992692231500298
4364,13,14,872.8668682,2018,8,34,22,2,6,4,8.11778902629045,8.164338376213582,8.177863441554317
4365,14,10,46.8502718,2018,1,2,9,1,6,3,5.524599693609813,5.446987871325148,5.465209526976752
4366,15,20,5254.9634,2017,12,49,5,1,2,25,22.010024062879623,22.183478270678453,22.174282831222605
4367,20,13,481.93501849999996,2017,8,31,6,6,6,7,5.958763422564742,5.922307621351118,5.910651004085684
4368,13,11,134.246,2017,6,25,21,2,6,6,5.759438607833031,5.769668399028982,5.7780600557550645
4369,11,14,746.6292581,2017,3,10,7,1,6,7,8.067444416385888,8.022619158957564,8.034025278358063
4370,14,10,46.8502718,2017,7,28,16,6,6,5,5.414382636093373,5.356260793400859,5.350771874107997
4371,19,23,4247.728669,2016,10,43,27,3,5,20,18.35630650430742,18.442825916543086,18.43054826370799
4372,23,20,644.2606097,2016,11,47,21,0,6,5,5.527869091071095,5.698722593626462,5.6956710294233535
4373,20,11,506.2098107,2016,2,6,12,4,6,11,6.277913767591402,6.171890473288631,6.163279081336745
4374,11,13,134.246,2016,12,51,19,0,6,9,5.715041796546034,5.8883045205127456,5.896511608114524
4375,19,23,4247.728669,2016,8,34,26,4,5,17,18.421431736669298,18.444906408550878,18.429729171448308
4376,23,20,644.2606097,2016,9,37,17,5,6,6,5.646288331303429,5.665359951012517,5.646607047644908
4377,20,22,624.1703,2016,9,39,29,3,6,3,5.804642818613862,5.8701367953516055,5.860062162057703
4378,22,11,234.4704,2016,8,32,10,2,6,5,4.88981117531671,4.9500600971134725,4.944225490172551
4379,11,13,134.246,2016,10,42,19,2,6,9,5.790967777449241,5.8802543900311655,5.882485929409922
4380,17,18,688.4059453,2018,8,34,24,4,4,9,6.365855502742091,6.39462329780207,6.388860261160369
4381,18,21,628.8036587,2018,6,23,9,5,6,6,6.290398313623635,6.227787839311661,6.224382663644844
4382,21,20,10098.332209999999,2018,9,38,18,1,6,38,38.96960815134567,39.05423468919264,39.067736422893496
4383,20,11,506.2098107,2018,1,2,11,3,6,9,6.308927485571955,6.1980336635093565,6.205282697548272
4384,11,13,134.246,2018,11,46,16,4,6,10,5.8101502709383634,5.868873953622364,5.877063748362362
4385,17,18,688.4059453,2016,1,1,7,3,4,7,6.541480377657384,6.443977527739561,6.4293307873817955
4386,18,21,628.8036587,2016,12,49,7,2,6,5,6.085841469274522,6.214835211400922,6.207492154150961
4387,21,20,10098.332209999999,2016,7,29,23,5,6,39,39.04701232737179,39.012820444654125,39.00143879222401
4388,20,22,624.1703,2016,6,23,9,3,6,5,5.910931508112023,5.9004956745092,5.889132275717282
4389,22,11,234.4704,2016,9,37,17,5,6,5,4.890431242673387,4.91167917565643,4.897086023885299
4390,11,13,134.246,2016,9,39,28,2,6,10,5.80341906929735,5.879397095203652,5.882772260381762
4391,18,21,628.8036587,2018,9,38,21,4,6,4,6.183399889289303,6.212638937979193,6.213100592691115
4392,21,20,10098.332209999999,2018,1,2,10,2,6,39,39.19855797616034,39.09426088654699,39.10600934973076
4393,20,11,506.2098107,2018,11,46,15,3,6,11,6.046544939183201,6.140745084504225,6.145997146341768
4394,11,13,134.246,2018,2,7,12,0,6,6,5.997547644894523,5.958695968596061,5.9816559383960755
4395,18,21,628.8036587,2017,11,46,18,5,6,8,6.140331087230914,6.189481302716851,6.18012334705495
4396,21,20,10098.332209999999,2017,2,6,12,6,6,41,39.21043372527918,39.044933444324755,39.03828013199258
4397,20,22,624.1703,2018,1,3,18,3,6,6,6.04206405585583,5.932084122418443,5.935470917873731
4398,22,11,234.4704,2018,1,5,30,1,6,3,5.044285430929447,4.993831571337747,5.006995300437319
4399,11,13,134.246,2018,8,31,2,3,6,10,5.895547198190046,5.904284099933578,5.914758992205938
4400,16,20,5254.9012060000005,2018,4,16,17,1,3,24,22.256362417189628,22.26479590918873,22.267226676882352
4401,20,11,506.2098107,2018,5,20,14,0,6,11,6.166173990324632,6.201378578273015,6.216268395430147
4402,11,13,134.246,2018,5,22,31,3,6,6,5.93119879175214,5.8990874917409055,5.911758912039042
4403,16,20,5254.9012060000005,2019,8,33,15,3,3,22,22.189042040820624,22.23108704416297,22.23258459314986
4404,20,22,624.1703,2019,9,37,9,0,6,4,5.82133084185312,5.928373134325902,5.94473869771509
4405,22,11,234.4704,2019,9,38,19,3,6,4,4.887646973338516,4.944546826134096,4.954811604314985
4406,11,13,134.246,2019,9,39,29,6,6,9,5.875530304915573,5.8565603660808385,5.865839778402831
4407,15,20,5254.9634,2016,8,34,22,0,2,21,22.067963160379655,22.196897802543337,22.186555415988323
4408,20,11,506.2098107,2016,9,37,14,2,6,12,6.070796513493816,6.151296314267645,6.147661984438093
4409,11,13,134.246,2016,2,6,10,2,6,9,6.00911685372259,5.930411209874887,5.933965442692108
4410,15,20,5254.9634,2018,4,16,22,6,2,24,22.26068878023733,22.172326803824546,22.15602012822312
4411,20,22,624.1703,2018,5,20,18,4,6,4,5.952604568478959,5.899985902560363,5.898211726236836
4412,22,11,234.4704,2018,5,22,28,0,6,2,4.933224446469927,4.981994596458413,4.996149281690274
4413,11,13,134.246,2018,5,18,6,6,6,7,6.0039650921967205,5.889013045615798,5.890464977747973
4414,19,23,4247.728669,2015,8,34,18,1,5,16,18.384500256507714,18.47727719353783,18.46896152876338
4415,23,20,644.2606097,2015,8,32,9,6,6,6,5.684342023574436,5.665197300030904,5.640532766132766
4416,20,11,506.2098107,2015,9,38,20,6,6,9,6.0993792594163505,6.1076733864932375,6.089866780377774
4417,19,23,4247.728669,2016,2,7,17,2,5,19,18.56365483203944,18.50311335887618,18.495234363435088
4418,23,20,644.2606097,2016,12,48,3,5,6,5,5.589603569339912,5.659085486678618,5.63851467874875
4419,20,22,624.1703,2016,3,12,23,2,6,6,5.9559643805430955,5.915588399477404,5.908501694517158
4420,22,11,234.4704,2016,4,14,4,0,6,5,4.976858645875177,4.994743571086545,4.995413651432889
4421,17,18,688.4059453,2015,6,23,5,4,4,6,6.41656061846672,6.407181533266458,6.386094023313918
4422,18,21,628.8036587,2015,5,20,16,5,6,6,6.278197068974395,6.215806592924801,6.198422813521935
4423,21,20,10098.332209999999,2015,5,22,28,3,6,41,39.055024052161784,39.037113010977365,39.030689144757545
4424,20,11,506.2098107,2015,7,29,14,1,6,13,6.098848859539169,6.169225251582198,6.166357670246432
4425,17,18,688.4059453,2015,2,6,6,4,4,8,6.516820854384916,6.429149130635166,6.41014662850589
4426,18,21,628.8036587,2015,6,24,14,6,6,7,6.2673066529535735,6.202766271782256,6.182277976385452
4427,21,20,10098.332209999999,2015,6,26,27,5,6,37,39.054934384682284,39.01394206734544,39.00133772117614
4428,20,22,624.1703,2015,9,37,8,1,6,7,5.798694114403906,5.90253566852069,5.895250845449697
4429,22,11,234.4704,2015,8,34,22,5,6,2,4.897502158992767,4.911488436492685,4.895055416296229
4430,18,21,628.8036587,2015,5,21,21,3,6,6,6.246504558186592,6.230988482567794,6.220254530150855
4431,21,20,10098.332209999999,2015,2,6,6,4,6,41,39.17466691317461,39.06127835321078,39.05234128159581
4432,20,11,506.2098107,2015,7,29,19,6,6,9,6.152852602245792,6.118572139135335,6.100324738021817
4433,18,21,628.8036587,2015,7,28,10,4,6,7,6.223162850317662,6.2188054562527615,6.203823362042536
4434,21,20,10098.332209999999,2015,10,43,20,1,6,38,38.913173436581026,39.03512168364436,39.03397053484627
4435,20,22,624.1703,2015,3,11,12,3,6,4,5.97232690825196,5.912516049842619,5.899489162313456
4436,22,11,234.4704,2015,12,50,13,6,6,5,4.819835967303279,4.887094295680489,4.866236754002665
4437,16,20,5254.9012060000005,2018,1,3,21,6,3,22,22.388084090261188,22.23188833360234,22.220378562616943
4438,20,11,506.2098107,2018,2,7,15,3,6,10,6.277145307304659,6.190044609520433,6.197762990595789
4439,16,20,5254.9012060000005,2017,1,3,16,0,3,22,22.313643518528927,22.286776814927016,22.287653460019563
4440,20,22,624.1703,2017,10,40,2,0,6,7,5.789607389036393,5.917439921930299,5.920523124209408
4441,22,11,234.4704,2017,2,8,23,3,6,3,5.044650696670795,4.969844729430022,4.970260711849919
